Date,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator
01/01/2025,A&E,>12 hours,East,RC9,Bedfordshire Hospitals NHS Foundation Trust,1390,15470
01/01/2025,A&E,>12 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,1355,10060
01/01/2025,A&E,>12 hours,East,RWH,East and North Hertfordshire NHS Trust,1495,8685
01/01/2025,A&E,>12 hours,East,RDE,East Suffolk and North Essex NHS Foundation Trust,2235,13230
01/01/2025,A&E,>12 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,750,6660
01/01/2025,A&E,>12 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,2655,22370
01/01/2025,A&E,>12 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,760,8405
01/01/2025,A&E,>12 hours,East,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,860,12015
01/01/2025,A&E,>12 hours,East,RGN,North West Anglia NHS Foundation Trust,2025,14795
01/01/2025,A&E,>12 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,1540,9450
01/01/2025,A&E,>12 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1000,6350
01/01/2025,A&E,>12 hours,East,RWG,West Hertfordshire Hospitals Teaching NHS Trust,840,8170
01/01/2025,A&E,>12 hours,East,RGR,West Suffolk NHS Foundation Trust,1100,7420
01/01/2025,A&E,>12 hours,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",2995,15865
01/01/2025,A&E,>12 hours,London,R1H,Barts Health NHS Trust,4100,24595
01/01/2025,A&E,>12 hours,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,980,12650
01/01/2025,A&E,>12 hours,London,RJ6,Croydon Health Services NHS Trust,1480,12960
01/01/2025,A&E,>12 hours,London,RVR,Epsom and St Helier University Hospitals NHS Trust,1495,11345
01/01/2025,A&E,>12 hours,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,140,10435
01/01/2025,A&E,>12 hours,London,RQX,Homerton University Hospital NHS Foundation Trust,615,10915
01/01/2025,A&E,>12 hours,London,RYJ,Imperial College Healthcare NHS Trust,1335,15815
01/01/2025,A&E,>12 hours,London,RJZ,King's College Hospital NHS Foundation Trust,2590,15145
01/01/2025,A&E,>12 hours,London,RAX,Kingston Hospital NHS Foundation Trust,1010,7125
01/01/2025,A&E,>12 hours,London,RJ2,Lewisham and Greenwich NHS Trust,2255,15265
01/01/2025,A&E,>12 hours,London,R1K,London North West University Healthcare NHS Trust,2565,13715
01/01/2025,A&E,>12 hours,London,RP6,Moorfields Eye Hospital NHS Foundation Trust,0,5465
01/01/2025,A&E,>12 hours,London,RAL,Royal Free London NHS Foundation Trust,3865,25520
01/01/2025,A&E,>12 hours,London,RJ7,St George's University Hospitals NHS Foundation Trust,905,11920
01/01/2025,A&E,>12 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,1060,5975
01/01/2025,A&E,>12 hours,London,RRV,University College London Hospitals NHS Foundation Trust,570,13000
01/01/2025,A&E,>12 hours,London,RKE,Whittington Health NHS Trust,865,6875
01/01/2025,A&E,>12 hours,Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,15,4710
01/01/2025,A&E,>12 hours,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,760,6755
01/01/2025,A&E,>12 hours,Midlands,RLT,George Eliot Hospital NHS Trust,885,6830
01/01/2025,A&E,>12 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,1430,9765
01/01/2025,A&E,>12 hours,Midlands,RNS,Northampton General Hospital NHS Trust,1890,10735
01/01/2025,A&E,>12 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,2460,17415
01/01/2025,A&E,>12 hours,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,1560,12945
01/01/2025,A&E,>12 hours,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,875,10370
01/01/2025,A&E,>12 hours,Midlands,RJC,South Warwickshire NHS Foundation Trust,700,7490
01/01/2025,A&E,>12 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,1095,8790
01/01/2025,A&E,>12 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,1580,12690
01/01/2025,A&E,>12 hours,Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,**,**
01/01/2025,A&E,>12 hours,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,2280,10140
01/01/2025,A&E,>12 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,5205,33015
01/01/2025,A&E,>12 hours,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,2070,13135
01/01/2025,A&E,>12 hours,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,2995,19485
01/01/2025,A&E,>12 hours,Midlands,RWE,University Hospitals of Leicester NHS Trust,2990,22860
01/01/2025,A&E,>12 hours,Midlands,RJE,University Hospitals of North Midlands NHS Trust,2575,14025
01/01/2025,A&E,>12 hours,Midlands,RBK,Walsall Healthcare NHS Trust,905,9070
01/01/2025,A&E,>12 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,2630,12450
01/01/2025,A&E,>12 hours,Midlands,RLQ,Wye Valley NHS Trust,975,5655
01/01/2025,A&E,>12 hours,North East,RCF,Airedale NHS Foundation Trust,590,5930
01/01/2025,A&E,>12 hours,North East,RFF,Barnsley Hospital NHS Foundation Trust,325,8680
01/01/2025,A&E,>12 hours,North East,RAE,Bradford Teaching Hospitals NHS Foundation Trust,890,11995
01/01/2025,A&E,>12 hours,North East,RWY,Calderdale and Huddersfield NHS Foundation Trust,880,14530
01/01/2025,A&E,>12 hours,North East,RXP,County Durham and Darlington NHS Foundation Trust,2295,13420
01/01/2025,A&E,>12 hours,North East,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,840,15285
01/01/2025,A&E,>12 hours,North East,RR7,Gateshead Health NHS Foundation Trust,450,5890
01/01/2025,A&E,>12 hours,North East,RCD,Harrogate and District NHS Foundation Trust,370,4740
01/01/2025,A&E,>12 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,1595,9345
01/01/2025,A&E,>12 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,1945,18930
01/01/2025,A&E,>12 hours,North East,RXF,Mid Yorkshire Hospitals NHS Trust,2665,15565
01/01/2025,A&E,>12 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,1240,8460
01/01/2025,A&E,>12 hours,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,305,4805
01/01/2025,A&E,>12 hours,North East,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,1795,8665
01/01/2025,A&E,>12 hours,North East,RTF,Northumbria Healthcare NHS Foundation Trust,150,9370
01/01/2025,A&E,>12 hours,North East,RCU,Sheffield Children's NHS Foundation Trust,0,4765
01/01/2025,A&E,>12 hours,North East,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,865,10415
01/01/2025,A&E,>12 hours,North East,RTR,South Tees Hospitals NHS Foundation Trust,835,7205
01/01/2025,A&E,>12 hours,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,1230,12725
01/01/2025,A&E,>12 hours,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,420,14115
01/01/2025,A&E,>12 hours,North East,RFR,The Rotherham NHS Foundation Trust,795,8705
01/01/2025,A&E,>12 hours,North East,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,2250,10235
01/01/2025,A&E,>12 hours,North West,RBS,Alder Hey Children's NHS Foundation Trust,15,5770
01/01/2025,A&E,>12 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,1900,6420
01/01/2025,A&E,>12 hours,North West,RMC,Bolton NHS Foundation Trust,1085,7940
01/01/2025,A&E,>12 hours,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,1355,4810
01/01/2025,A&E,>12 hours,North West,RJN,East Cheshire NHS Trust,715,4045
01/01/2025,A&E,>12 hours,North West,RXR,East Lancashire Hospitals NHS Trust,2370,12295
01/01/2025,A&E,>12 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,1945,11660
01/01/2025,A&E,>12 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,2655,16240
01/01/2025,A&E,>12 hours,North West,REP,Liverpool Women's NHS Foundation Trust,*,1425
01/01/2025,A&E,>12 hours,North West,R0A,Manchester University NHS Foundation Trust,3150,31900
01/01/2025,A&E,>12 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,3125,16600
01/01/2025,A&E,>12 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,1465,7710
01/01/2025,A&E,>12 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,3655,25510
01/01/2025,A&E,>12 hours,North West,RWJ,Stockport NHS Foundation Trust,1270,8160
01/01/2025,A&E,>12 hours,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,1320,8850
01/01/2025,A&E,>12 hours,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,865,8700
01/01/2025,A&E,>12 hours,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,1805,6820
01/01/2025,A&E,>12 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,1810,7410
01/01/2025,A&E,>12 hours,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",1600,7070
01/01/2025,A&E,>12 hours,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,1090,9960
01/01/2025,A&E,>12 hours,South East,RXQ,Buckinghamshire Healthcare NHS Trust,825,10665
01/01/2025,A&E,>12 hours,South East,RN7,Dartford and Gravesham NHS Trust,1155,11090
01/01/2025,A&E,>12 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,2755,12950
01/01/2025,A&E,>12 hours,South East,RXC,East Sussex Healthcare NHS Trust,1260,9925
01/01/2025,A&E,>12 hours,South East,RDU,Frimley Health NHS Foundation Trust,2630,22930
01/01/2025,A&E,>12 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,1125,10340
01/01/2025,A&E,>12 hours,South East,R1F,Isle of Wight NHS Trust,625,4810
01/01/2025,A&E,>12 hours,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,1525,16270
01/01/2025,A&E,>12 hours,South East,RPA,Medway NHS Foundation Trust,1355,8510
01/01/2025,A&E,>12 hours,South East,RTH,Oxford University Hospitals NHS Foundation Trust,780,13545
01/01/2025,A&E,>12 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,2065,11535
01/01/2025,A&E,>12 hours,South East,RHW,Royal Berkshire NHS Foundation Trust,975,14410
01/01/2025,A&E,>12 hours,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,410,7265
01/01/2025,A&E,>12 hours,South East,RTP,Surrey and Sussex Healthcare NHS Trust,1435,9605
01/01/2025,A&E,>12 hours,South East,RHM,University Hospital Southampton NHS Foundation Trust,260,12895
01/01/2025,A&E,>12 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,3095,21315
01/01/2025,A&E,>12 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,720,4505
01/01/2025,A&E,>12 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,1470,12370
01/01/2025,A&E,>12 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,1020,5175
01/01/2025,A&E,>12 hours,South West,RVJ,North Bristol NHS Trust,980,8125
01/01/2025,A&E,>12 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,1115,5985
01/01/2025,A&E,>12 hours,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,965,12640
01/01/2025,A&E,>12 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,775,7910
01/01/2025,A&E,>12 hours,South West,RNZ,Salisbury NHS Foundation Trust,350,4485
01/01/2025,A&E,>12 hours,South West,RH5,Somerset NHS Foundation Trust,990,11575
01/01/2025,A&E,>12 hours,South West,RA9,Torbay and South Devon NHS Foundation Trust,850,6230
01/01/2025,A&E,>12 hours,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,1400,16945
01/01/2025,A&E,>12 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,1165,13685
01/01/2025,A&E,>12 hours,South West,RK9,University Hospitals Plymouth NHS Trust,1705,8600
01/01/2025,A&E,4 hours,East,RC9,Bedfordshire Hospitals NHS Foundation Trust,21210,28414
01/01/2025,A&E,4 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,11240,15944
01/01/2025,A&E,4 hours,East,RWH,East And North Hertfordshire NHS Trust,13039,17941
01/01/2025,A&E,4 hours,East,RDE,East Suffolk And North Essex NHS Foundation Trust,20947,27466
01/01/2025,A&E,4 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,4993,8050
01/01/2025,A&E,4 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,23192,34555
01/01/2025,A&E,4 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,9697,13393
01/01/2025,A&E,4 hours,East,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,16270,20424
01/01/2025,A&E,4 hours,East,RGN,North West Anglia NHS Foundation Trust,12675,18988
01/01/2025,A&E,4 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,7005,11548
01/01/2025,A&E,4 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",4548,7501
01/01/2025,A&E,4 hours,East,RWG,West Hertfordshire Teaching Hospitals NHS Trust,12619,15721
01/01/2025,A&E,4 hours,East,RGR,West Suffolk NHS Foundation Trust,5191,8150
01/01/2025,A&E,4 hours,London,RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",29265,36070
01/01/2025,A&E,4 hours,London,R1H,Barts Health NHS Trust,31006,43836
01/01/2025,A&E,4 hours,London,RQM,Chelsea And Westminster Hospital NHS Foundation Trust,19583,26369
01/01/2025,A&E,4 hours,London,RJ6,Croydon Health Services NHS Trust,14012.5,19159.75
01/01/2025,A&E,4 hours,London,RVR,Epsom And St Helier University Hospitals NHS Trust,9596,12839
01/01/2025,A&E,4 hours,London,RJ1,Guy's And St Thomas' NHS Foundation Trust,12871,16875
01/01/2025,A&E,4 hours,London,RQX,Homerton Healthcare NHS Foundation Trust,8583,10961
01/01/2025,A&E,4 hours,London,RYJ,Imperial College Healthcare NHS Trust,24149.16,30039.64
01/01/2025,A&E,4 hours,London,RJZ,King's College Hospital NHS Foundation Trust,27091.6,34856.14
01/01/2025,A&E,4 hours,London,RAX,Kingston and Richmond NHS Foundation Trust,11071,15055
01/01/2025,A&E,4 hours,London,RJ2,Lewisham And Greenwich NHS Trust,17673.9,26487.11
01/01/2025,A&E,4 hours,London,R1K,London North West University Healthcare NHS Trust,21757,29379
01/01/2025,A&E,4 hours,London,RP6,Moorfields Eye Hospital NHS Foundation Trust,5661,5778
01/01/2025,A&E,4 hours,London,RAL,Royal Free London NHS Foundation Trust,30083,41017
01/01/2025,A&E,4 hours,London,RJ7,St George's University Hospitals NHS Foundation Trust,9910,12655
01/01/2025,A&E,4 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,8862,12551
01/01/2025,A&E,4 hours,London,RRV,University College London Hospitals NHS Foundation Trust,12927.16,16431.14
01/01/2025,A&E,4 hours,London,RKE,Whittington Health NHS Trust,8780.68,11682.22
01/01/2025,A&E,4 hours,Midlands,RQ3,Birmingham Women's And Children's NHS Foundation Trust,6018.673,6762.673
01/01/2025,A&E,4 hours,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,13177.63,17079.75
01/01/2025,A&E,4 hours,Midlands,RLT,George Eliot Hospital NHS Trust,5878,8275
01/01/2025,A&E,4 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,14826,18701
01/01/2025,A&E,4 hours,Midlands,RNS,Northampton General Hospital NHS Trust,8662,12780
01/01/2025,A&E,4 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,14231,22853
01/01/2025,A&E,4 hours,Midlands,RXK,Sandwell And West Birmingham Hospitals NHS Trust,18594,23903
01/01/2025,A&E,4 hours,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,10427,15962
01/01/2025,A&E,4 hours,Midlands,RXW,The Shrewsbury And Telford Hospital NHS Trust,9064,14702
01/01/2025,A&E,4 hours,Midlands,RJC,South Warwickshire University NHS Foundation Trust,5009,7829
01/01/2025,A&E,4 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,10654,13698
01/01/2025,A&E,4 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,17050,20871
01/01/2025,A&E,4 hours,Midlands,RWD,United Lincolnshire Teaching Hospitals NHS Trust,20067,27338
01/01/2025,A&E,4 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,34829.327,48623.327
01/01/2025,A&E,4 hours,Midlands,RKB,University Hospitals Coventry And Warwickshire NHS Trust,13727,19263
01/01/2025,A&E,4 hours,Midlands,RTG,University Hospitals Of Derby And Burton NHS Foundation Trust,24843.37,34065.25
01/01/2025,A&E,4 hours,Midlands,RWE,University Hospitals Of Leicester NHS Trust,30143,39412
01/01/2025,A&E,4 hours,Midlands,RJE,University Hospitals Of North Midlands NHS Trust,15332,23098
01/01/2025,A&E,4 hours,Midlands,RBK,Walsall Healthcare NHS Trust,9548,13127
01/01/2025,A&E,4 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,10231,17440
01/01/2025,A&E,4 hours,Midlands,RLQ,Wye Valley NHS Trust,4436,6924
01/01/2025,A&E,4 hours,North East,RCF,Airedale NHS Foundation Trust,3826,6167
01/01/2025,A&E,4 hours,North East,RFF,Barnsley Hospital NHS Foundation Trust,5224,8683
01/01/2025,A&E,4 hours,North East,RAE,Bradford Teaching Hospitals NHS Foundation Trust,10470,12759
01/01/2025,A&E,4 hours,North East,RWY,Calderdale And Huddersfield NHS Foundation Trust,11813,16776
01/01/2025,A&E,4 hours,North East,RXP,County Durham And Darlington NHS Foundation Trust,18091,23341
01/01/2025,A&E,4 hours,North East,RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,11928,17076
01/01/2025,A&E,4 hours,North East,RR7,Gateshead Health NHS Foundation Trust,6425,9023
01/01/2025,A&E,4 hours,North East,RCD,Harrogate And District NHS Foundation Trust,4350,5978
01/01/2025,A&E,4 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,13593,19637
01/01/2025,A&E,4 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,21363,28860
01/01/2025,A&E,4 hours,North East,RXF,Mid Yorkshire Teaching NHS Trust,14475,21075
01/01/2025,A&E,4 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,6274,10440
01/01/2025,A&E,4 hours,North East,RVW,North Tees And Hartlepool NHS Foundation Trust,12464,15327
01/01/2025,A&E,4 hours,North East,RJL,Northern Lincolnshire And Goole NHS Foundation Trust,12355,17111
01/01/2025,A&E,4 hours,North East,RTF,Northumbria Healthcare NHS Foundation Trust,17581,20364
01/01/2025,A&E,4 hours,North East,RCU,Sheffield Children's NHS Foundation Trust,4478,4765
01/01/2025,A&E,4 hours,North East,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,12941,18488
01/01/2025,A&E,4 hours,North East,RTR,South Tees Hospitals NHS Foundation Trust,13051.5,17442.5
01/01/2025,A&E,4 hours,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,12521,19413
01/01/2025,A&E,4 hours,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,14428,19138
01/01/2025,A&E,4 hours,North East,RFR,The Rotherham NHS Foundation Trust,5113,8708
01/01/2025,A&E,4 hours,North East,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,11918.5,17881.5
01/01/2025,A&E,4 hours,North West,RBS,Alder Hey Children's NHS Foundation Trust,9301.689381,10584.58274
01/01/2025,A&E,4 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,14585,18777
01/01/2025,A&E,4 hours,North West,RMC,Bolton NHS Foundation Trust,7625,11559
01/01/2025,A&E,4 hours,North West,RJR,Countess Of Chester Hospital NHS Foundation Trust,4113,6939
01/01/2025,A&E,4 hours,North West,RJN,East Cheshire NHS Trust,2099,4148
01/01/2025,A&E,4 hours,North West,RXR,East Lancashire Hospitals NHS Trust,16271,22091
01/01/2025,A&E,4 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,10399,15172
01/01/2025,A&E,4 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,21863.4821,28788.35936
01/01/2025,A&E,4 hours,North West,REP,Liverpool Women's NHS Foundation Trust,1456,1611
01/01/2025,A&E,4 hours,North West,R0A,Manchester University NHS Foundation Trust,28984,43081
01/01/2025,A&E,4 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,5324,9394
01/01/2025,A&E,4 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,23095,34461
01/01/2025,A&E,4 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,23296.32852,29625.0579
01/01/2025,A&E,4 hours,North West,RWJ,Stockport NHS Foundation Trust,5581,9215
01/01/2025,A&E,4 hours,North West,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,8056,12069
01/01/2025,A&E,4 hours,North West,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,9051,12422
01/01/2025,A&E,4 hours,North West,RWW,Warrington And Halton Teaching  Hospitals NHS Foundation Trust,7464.5,11110
01/01/2025,A&E,4 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,11956,16292
01/01/2025,A&E,4 hours,North West,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust",7671,11740
01/01/2025,A&E,4 hours,South East,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,11377,14886
01/01/2025,A&E,4 hours,South East,RXQ,Buckinghamshire Healthcare NHS Trust,11562,15090
01/01/2025,A&E,4 hours,South East,RN7,Dartford And Gravesham NHS Trust,11422,14986
01/01/2025,A&E,4 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,28623.05821,35333.26014
01/01/2025,A&E,4 hours,South East,RXC,East Sussex Healthcare NHS Trust,10728,14822
01/01/2025,A&E,4 hours,South East,RDU,Frimley Health NHS Foundation Trust,27105,36061
01/01/2025,A&E,4 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,8246,13218
01/01/2025,A&E,4 hours,South East,R1F,Isle Of Wight NHS Trust,4236,6067
01/01/2025,A&E,4 hours,South East,RWF,Maidstone And Tunbridge Wells NHS Trust,17900.15842,21915.02521
01/01/2025,A&E,4 hours,South East,RPA,Medway NHS Foundation Trust,16872.94179,20890.73986
01/01/2025,A&E,4 hours,South East,RTH,Oxford University Hospitals NHS Foundation Trust,15732.676,20906.668
01/01/2025,A&E,4 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,18389,24088
01/01/2025,A&E,4 hours,South East,RHW,Royal Berkshire NHS Foundation Trust,15014.324,19762.332
01/01/2025,A&E,4 hours,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,6531,8603
01/01/2025,A&E,4 hours,South East,RTP,Surrey And Sussex Healthcare NHS Trust,16785.54419,20484.3291
01/01/2025,A&E,4 hours,South East,RHM,University Hospital Southampton NHS Foundation Trust,15720,20618
01/01/2025,A&E,4 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,24264.29739,34942.64569
01/01/2025,A&E,4 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,6016,8005
01/01/2025,A&E,4 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,15503,20145
01/01/2025,A&E,4 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,8329.8,11023.4
01/01/2025,A&E,4 hours,South West,RVJ,North Bristol NHS Trust,7208.4,10618.8
01/01/2025,A&E,4 hours,South West,RK9,University Hospitals Plymouth NHS Trust,9086,13738
01/01/2025,A&E,4 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,12781,16669
01/01/2025,A&E,4 hours,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,13000,18526
01/01/2025,A&E,4 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,6950.2,10082.6
01/01/2025,A&E,4 hours,South West,RNZ,Salisbury NHS Foundation Trust,4793,6545
01/01/2025,A&E,4 hours,South West,RH5,Somerset NHS Foundation Trust,15313,20849
01/01/2025,A&E,4 hours,South West,RA9,Torbay And South Devon NHS Foundation Trust,6147,9216
01/01/2025,A&E,4 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,12026,17022
01/01/2025,A&E,4 hours,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,16589.6,22641.2
01/01/2025,Cancer,28 Days FDS,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,1748,2533
01/01/2025,Cancer,28 Days FDS,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2216,2651
01/01/2025,Cancer,28 Days FDS,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1197,1658
01/01/2025,Cancer,28 Days FDS,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,3094,4339
01/01/2025,Cancer,28 Days FDS,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,693,966
01/01/2025,Cancer,28 Days FDS,East,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,3683,6130
01/01/2025,Cancer,28 Days FDS,East,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1027,1525
01/01/2025,Cancer,28 Days FDS,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2530,3743
01/01/2025,Cancer,28 Days FDS,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1608,2134
01/01/2025,Cancer,28 Days FDS,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1261,1898
01/01/2025,Cancer,28 Days FDS,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",817,1312
01/01/2025,Cancer,28 Days FDS,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,1379,1758
01/01/2025,Cancer,28 Days FDS,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,995,1410
01/01/2025,Cancer,28 Days FDS,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2008,2588
01/01/2025,Cancer,28 Days FDS,London,R1H,BARTS HEALTH NHS TRUST,2491,3432
01/01/2025,Cancer,28 Days FDS,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1923,2500
01/01/2025,Cancer,28 Days FDS,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1199,1584
01/01/2025,Cancer,28 Days FDS,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1042,1256
01/01/2025,Cancer,28 Days FDS,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2014,2639
01/01/2025,Cancer,28 Days FDS,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,1041,1381
01/01/2025,Cancer,28 Days FDS,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2159,2694
01/01/2025,Cancer,28 Days FDS,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2216,3153
01/01/2025,Cancer,28 Days FDS,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,1480,1754
