Date,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator
01/02/2025,Cancer,28 Days FDS,Midlands,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,3268,4143
01/02/2025,Cancer,28 Days FDS,Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1815,2333
01/02/2025,Cancer,28 Days FDS,Midlands,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2820,3654
01/02/2025,Cancer,28 Days FDS,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,3446,4132
01/02/2025,Cancer,28 Days FDS,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2561,3335
01/02/2025,Cancer,28 Days FDS,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,630,721
01/02/2025,Cancer,28 Days FDS,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1953,2444
01/02/2025,Cancer,28 Days FDS,Midlands,RLQ,WYE VALLEY NHS TRUST,807,974
01/02/2025,Cancer,28 Days FDS,North East,RCF,AIREDALE NHS FOUNDATION TRUST,578,693
01/02/2025,Cancer,28 Days FDS,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,797,969
01/02/2025,Cancer,28 Days FDS,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1295,1598
01/02/2025,Cancer,28 Days FDS,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1718,2041
01/02/2025,Cancer,28 Days FDS,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1655,1843
01/02/2025,Cancer,28 Days FDS,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1395,1713
01/02/2025,Cancer,28 Days FDS,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1039,1288
01/02/2025,Cancer,28 Days FDS,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,934,1204
01/02/2025,Cancer,28 Days FDS,North East,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1902,2497
01/02/2025,Cancer,28 Days FDS,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3204,3860
01/02/2025,Cancer,28 Days FDS,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,1905,2281
01/02/2025,Cancer,28 Days FDS,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1052,1387
01/02/2025,Cancer,28 Days FDS,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1222,1522
01/02/2025,Cancer,28 Days FDS,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,861,1269
01/02/2025,Cancer,28 Days FDS,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1493,1662
01/02/2025,Cancer,28 Days FDS,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1788,2299
01/02/2025,Cancer,28 Days FDS,North East,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1107,1459
01/02/2025,Cancer,28 Days FDS,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,1063,1330
01/02/2025,Cancer,28 Days FDS,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1932,2317
01/02/2025,Cancer,28 Days FDS,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,886,1045
01/02/2025,Cancer,28 Days FDS,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,1372,1904
01/02/2025,Cancer,28 Days FDS,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1422,1821
01/02/2025,Cancer,28 Days FDS,North West,RMC,BOLTON NHS FOUNDATION TRUST,1522,1687
01/02/2025,Cancer,28 Days FDS,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1018,1231
01/02/2025,Cancer,28 Days FDS,North West,RJN,EAST CHESHIRE NHS TRUST,506,655
01/02/2025,Cancer,28 Days FDS,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1685,2089
01/02/2025,Cancer,28 Days FDS,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,1661,2001
01/02/2025,Cancer,28 Days FDS,North West,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2524,3549
01/02/2025,Cancer,28 Days FDS,North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3881,5096
01/02/2025,Cancer,28 Days FDS,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,2357,3029
01/02/2025,Cancer,28 Days FDS,North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1239,1602
01/02/2025,Cancer,28 Days FDS,North West,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,3015,3790
01/02/2025,Cancer,28 Days FDS,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,885,1096
01/02/2025,Cancer,28 Days FDS,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,972,1158
01/02/2025,Cancer,28 Days FDS,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1443,1719
01/02/2025,Cancer,28 Days FDS,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,643,890
01/02/2025,Cancer,28 Days FDS,North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1379,1763
01/02/2025,Cancer,28 Days FDS,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1352,1643
01/02/2025,Cancer,28 Days FDS,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1626,1936
01/02/2025,Cancer,28 Days FDS,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1659,2084
01/02/2025,Cancer,28 Days FDS,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,798,970
01/02/2025,Cancer,28 Days FDS,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2872,3660
01/02/2025,Cancer,28 Days FDS,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2160,2496
01/02/2025,Cancer,28 Days FDS,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2479,2891
01/02/2025,Cancer,28 Days FDS,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1600,1944
01/02/2025,Cancer,28 Days FDS,South East,R1F,ISLE OF WIGHT NHS TRUST,477,671
01/02/2025,Cancer,28 Days FDS,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1611,1991
01/02/2025,Cancer,28 Days FDS,South East,RPA,MEDWAY NHS FOUNDATION TRUST,1019,1509
01/02/2025,Cancer,28 Days FDS,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2300,2903
01/02/2025,Cancer,28 Days FDS,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,1918,2394
01/02/2025,Cancer,28 Days FDS,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1636,1956
01/02/2025,Cancer,28 Days FDS,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,914,1057
01/02/2025,Cancer,28 Days FDS,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1714,2015
01/02/2025,Cancer,28 Days FDS,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025,2399
01/02/2025,Cancer,28 Days FDS,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,4474,5490
01/02/2025,Cancer,28 Days FDS,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,779,1010
01/02/2025,Cancer,28 Days FDS,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2092,2612
01/02/2025,Cancer,28 Days FDS,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1372,1592
01/02/2025,Cancer,28 Days FDS,South West,RVJ,NORTH BRISTOL NHS TRUST,2404,2917
01/02/2025,Cancer,28 Days FDS,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,1943,2309
01/02/2025,Cancer,28 Days FDS,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2798,3371
01/02/2025,Cancer,28 Days FDS,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1299,1770
01/02/2025,Cancer,28 Days FDS,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,900,1185
01/02/2025,Cancer,28 Days FDS,South West,RH5,SOMERSET NHS FOUNDATION TRUST,1724,2193
01/02/2025,Cancer,28 Days FDS,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1462,1758
01/02/2025,Cancer,28 Days FDS,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,1427,1824
01/02/2025,Cancer,28 Days FDS,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,2180,2738
01/02/2025,Cancer,28 Days FDS,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2401,2782
01/02/2025,Cancer,31 Days,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,305,319
01/02/2025,Cancer,31 Days,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,683,846
01/02/2025,Cancer,31 Days,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,870,897
01/02/2025,Cancer,31 Days,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,758,799
01/02/2025,Cancer,31 Days,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,147,160
01/02/2025,Cancer,31 Days,East,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,721,907
01/02/2025,Cancer,31 Days,East,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,232,237
01/02/2025,Cancer,31 Days,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,557,635
01/02/2025,Cancer,31 Days,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,303,345
01/02/2025,Cancer,31 Days,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,116,128
01/02/2025,Cancer,31 Days,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",136,139
01/02/2025,Cancer,31 Days,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,190,195
01/02/2025,Cancer,31 Days,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,238,240
01/02/2025,Cancer,31 Days,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",407,412
01/02/2025,Cancer,31 Days,London,R1H,BARTS HEALTH NHS TRUST,471,487
01/02/2025,Cancer,31 Days,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,148,151
01/02/2025,Cancer,31 Days,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,75,76
01/02/2025,Cancer,31 Days,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,80,80
01/02/2025,Cancer,31 Days,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,908,976
01/02/2025,Cancer,31 Days,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,53,53
01/02/2025,Cancer,31 Days,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,702,720
01/02/2025,Cancer,31 Days,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,312,327
01/02/2025,Cancer,31 Days,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,123,123
01/02/2025,Cancer,31 Days,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,103,108
01/02/2025,Cancer,31 Days,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,173,175
01/02/2025,Cancer,31 Days,London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,702,766
01/02/2025,Cancer,31 Days,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,416,433
01/02/2025,Cancer,31 Days,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,109,115
01/02/2025,Cancer,31 Days,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,597,619
01/02/2025,Cancer,31 Days,London,RKE,WHITTINGTON HEALTH NHS TRUST,50,52
01/02/2025,Cancer,31 Days,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,160,168
01/02/2025,Cancer,31 Days,Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,63,63
01/02/2025,Cancer,31 Days,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,173,178
01/02/2025,Cancer,31 Days,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,425,461
01/02/2025,Cancer,31 Days,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,841,916
01/02/2025,Cancer,31 Days,Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,135,154
01/02/2025,Cancer,31 Days,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,122,127
01/02/2025,Cancer,31 Days,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,112,123
01/02/2025,Cancer,31 Days,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,248,265
01/02/2025,Cancer,31 Days,Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,557,607
01/02/2025,Cancer,31 Days,Midlands,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,507,541
01/02/2025,Cancer,31 Days,Midlands,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST                     ,537,598
01/02/2025,Cancer,31 Days,Midlands,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1183,1356
01/02/2025,Cancer,31 Days,Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,586,609
01/02/2025,Cancer,31 Days,Midlands,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,653,748
01/02/2025,Cancer,31 Days,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,644,831
01/02/2025,Cancer,31 Days,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,656,693
01/02/2025,Cancer,31 Days,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,100,100
01/02/2025,Cancer,31 Days,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,469,524
01/02/2025,Cancer,31 Days,Midlands,RLQ,WYE VALLEY NHS TRUST,99,104
01/02/2025,Cancer,31 Days,North East,RCF,AIREDALE NHS FOUNDATION TRUST,114,116
01/02/2025,Cancer,31 Days,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,85,88
01/02/2025,Cancer,31 Days,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,209,217
01/02/2025,Cancer,31 Days,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,254,260
01/02/2025,Cancer,31 Days,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,202,209
01/02/2025,Cancer,31 Days,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,213,219
01/02/2025,Cancer,31 Days,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,198,198
01/02/2025,Cancer,31 Days,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,185,187
01/02/2025,Cancer,31 Days,North East,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,657,837
01/02/2025,Cancer,31 Days,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1383,1580
01/02/2025,Cancer,31 Days,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,349,361
01/02/2025,Cancer,31 Days,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,143,148
01/02/2025,Cancer,31 Days,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,187,194
01/02/2025,Cancer,31 Days,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,188,197
01/02/2025,Cancer,31 Days,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,197,205
01/02/2025,Cancer,31 Days,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1096,1308
01/02/2025,Cancer,31 Days,North East,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,538,620
01/02/2025,Cancer,31 Days,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,328,334
01/02/2025,Cancer,31 Days,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1010,1350
01/02/2025,Cancer,31 Days,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,98,102
01/02/2025,Cancer,31 Days,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,409,422
01/02/2025,Cancer,31 Days,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,174,181
01/02/2025,Cancer,31 Days,North West,RMC,BOLTON NHS FOUNDATION TRUST,126,129
01/02/2025,Cancer,31 Days,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,171,179
01/02/2025,Cancer,31 Days,North West,RJN,EAST CHESHIRE NHS TRUST,72,73
01/02/2025,Cancer,31 Days,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,365,384
01/02/2025,Cancer,31 Days,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,651,708
01/02/2025,Cancer,31 Days,North West,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,317,352
01/02/2025,Cancer,31 Days,North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,496,562
01/02/2025,Cancer,31 Days,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,459,478
01/02/2025,Cancer,31 Days,North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,139,151
01/02/2025,Cancer,31 Days,North West,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,320,346
01/02/2025,Cancer,31 Days,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,100,113
01/02/2025,Cancer,31 Days,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,76,80
01/02/2025,Cancer,31 Days,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,293,303
01/02/2025,Cancer,31 Days,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,74,74
01/02/2025,Cancer,31 Days,North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,192,220
01/02/2025,Cancer,31 Days,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",107,110
01/02/2025,Cancer,31 Days,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,150,156
01/02/2025,Cancer,31 Days,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,210,247
01/02/2025,Cancer,31 Days,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,163,166
01/02/2025,Cancer,31 Days,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,551,573
01/02/2025,Cancer,31 Days,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,257,261
01/02/2025,Cancer,31 Days,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,373,400
01/02/2025,Cancer,31 Days,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,327,344
01/02/2025,Cancer,31 Days,South East,R1F,ISLE OF WIGHT NHS TRUST,83,86
01/02/2025,Cancer,31 Days,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,728,746
01/02/2025,Cancer,31 Days,South East,RPA,MEDWAY NHS FOUNDATION TRUST,158,159
01/02/2025,Cancer,31 Days,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,869,1088
01/02/2025,Cancer,31 Days,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,759,803
01/02/2025,Cancer,31 Days,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,432,449
01/02/2025,Cancer,31 Days,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,897,932
01/02/2025,Cancer,31 Days,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,190,196
01/02/2025,Cancer,31 Days,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,961,1036
01/02/2025,Cancer,31 Days,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,774,962
01/02/2025,Cancer,31 Days,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,148,159
01/02/2025,Cancer,31 Days,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,617,652
01/02/2025,Cancer,31 Days,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,199,213
01/02/2025,Cancer,31 Days,South West,RVJ,NORTH BRISTOL NHS TRUST,405,451
01/02/2025,Cancer,31 Days,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,590,657
01/02/2025,Cancer,31 Days,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,767,820
01/02/2025,Cancer,31 Days,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,327,353
01/02/2025,Cancer,31 Days,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,171,183
01/02/2025,Cancer,31 Days,South West,RH5,SOMERSET NHS FOUNDATION TRUST,608,626
01/02/2025,Cancer,31 Days,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,308,338
01/02/2025,Cancer,31 Days,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,787,802
01/02/2025,Cancer,31 Days,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,668,690
01/02/2025,Cancer,31 Days,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,728,776
01/02/2025,Cancer,62 Days,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,155,232
01/02/2025,Cancer,62 Days,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,192,266.5
01/02/2025,Cancer,62 Days,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,146.5,184
01/02/2025,Cancer,62 Days,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,282.5,424.5
01/02/2025,Cancer,62 Days,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,93,133
01/02/2025,Cancer,62 Days,East,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,147,420.5
01/02/2025,Cancer,62 Days,East,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,97,152.5
01/02/2025,Cancer,62 Days,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,125.5,259
01/02/2025,Cancer,62 Days,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,138,201
01/02/2025,Cancer,62 Days,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,62.5,115.5
01/02/2025,Cancer,62 Days,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",54.5,92.5
01/02/2025,Cancer,62 Days,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,135,169
01/02/2025,Cancer,62 Days,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,109.5,145.5
01/02/2025,Cancer,62 Days,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",156,219
01/02/2025,Cancer,62 Days,London,R1H,BARTS HEALTH NHS TRUST,162.5,228.5
01/02/2025,Cancer,62 Days,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,116,149
01/02/2025,Cancer,62 Days,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,75.5,98.5
01/02/2025,Cancer,62 Days,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,89.5,104.5
01/02/2025,Cancer,62 Days,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,132,266
01/02/2025,Cancer,62 Days,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,54,63
01/02/2025,Cancer,62 Days,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,136,189.5
01/02/2025,Cancer,62 Days,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,173,259
01/02/2025,Cancer,62 Days,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,106,132
01/02/2025,Cancer,62 Days,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,74.5,114.5
01/02/2025,Cancer,62 Days,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,140.5,174
01/02/2025,Cancer,62 Days,London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,218,402
01/02/2025,Cancer,62 Days,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,151,186.5
01/02/2025,Cancer,62 Days,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,75.5,114
01/02/2025,Cancer,62 Days,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,126.5,171
01/02/2025,Cancer,62 Days,London,RKE,WHITTINGTON HEALTH NHS TRUST,40.5,60.5
01/02/2025,Cancer,62 Days,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,105.5,145
